Pos,P+,Artist and Title,Days,Pk,(x?),Streams,Streams+,7Day,7Day+,Total,country_url
130,-17,"Car, the garden - My whole world",207.0,3.0,(x2),14669.0,-516.0,105095.0,-310.0,5661418.0,https://kworb.net/spotify/country/kr_daily.html
131,+10,Yuuri - ããã«ã®ã¦ã¹,1197.0,18.0,,14664.0,564.0,100110.0,1360.0,10501435.0,https://kworb.net/spotify/country/kr_daily.html
132,+17,Block B - HER,42.0,106.0,,14648.0,923.0,99765.0,1273.0,500239.0,https://kworb.net/spotify/country/kr_daily.html
133,-36,HYUKOH - TOMBOY,785.0,39.0,,14625.0,-1479.0,105801.0,1113.0,8570318.0,https://kworb.net/spotify/country/kr_daily.html
134,+2,Taylor Swift - Cruel Summer,1025.0,22.0,,14620.0,266.0,101236.0,1360.0,10799304.0,https://kworb.net/spotify/country/kr_daily.html
135,-28,Lim Young Woong - Unread Message,334.0,26.0,,14615.0,-934.0,108988.0,-177.0,6083418.0,https://kworb.net/spotify/country/kr_daily.html
136,-25,NewJeans - New Jeans,1090.0,3.0,(x1),14558.0,-728.0,107667.0,591.0,14188817.0,https://kworb.net/spotify/country/kr_daily.html
137,-37,Lim Young Woong - Wild flower,333.0,34.0,,14544.0,-1391.0,105085.0,-49.0,5781385.0,https://kworb.net/spotify/country/kr_daily.html
138,-5,NewJeans - ETA,989.0,2.0,(x1),14501.0,74.0,102306.0,1641.0,13343653.0,https://kworb.net/spotify/country/kr_daily.html
139,-11,Shawn Mendes - There's Nothing Holdin' Me Back,422.0,92.0,,14464.0,-138.0,103236.0,924.0,2878180.0,https://kworb.net/spotify/country/kr_daily.html
140,-21,"LE SSERAFIM - ICONIC BY MISTAKE (w/ ILLIT, KATSEYE)",47.0,20.0,,14442.0,-402.0,102226.0,-232.0,1033677.0,https://kworb.net/spotify/country/kr_daily.html
141,NEW,Young K - Shut The Door,1.0,141.0,,14425.0,,14425.0,14425.0,14425.0,https://kworb.net/spotify/country/kr_daily.html
142,-56,Lim Young Woong - Heavenly Ever After,471.0,9.0,,14415.0,-2497.0,110704.0,-127.0,9503212.0,https://kworb.net/spotify/country/kr_daily.html
143,-6,Justin Bieber - Love Yourself,1699.0,33.0,,14209.0,-125.0,100091.0,478.0,8695678.0,https://kworb.net/spotify/country/kr_daily.html
144,-1,The Black Skirts - EVERYTHING,1240.0,81.0,,13948.0,-141.0,98110.0,-290.0,8892540.0,https://kworb.net/spotify/country/kr_daily.html
145,-42,Lim Young Woong - Left in the Rain,334.0,30.0,,13943.0,-1715.0,103015.0,183.0,5823912.0,https://kworb.net/spotify/country/kr_daily.html
146,-6,DELISPICE - ê³ ë°±,150.0,93.0,,13913.0,-232.0,96349.0,1573.0,1678761.0,https://kworb.net/spotify/country/kr_daily.html
147,+6,Loco - Spring Is Gone by chance (w/ YUJU),187.0,31.0,,13873.0,245.0,92561.0,1769.0,2512512.0,https://kworb.net/spotify/country/kr_daily.html
148,-14,"Car, the garden - ëë¬´",480.0,47.0,,13855.0,-553.0,82844.0,8.0,4873422.0,https://kworb.net/spotify/country/kr_daily.html
149,-34,Lim Young Woong - Melody for You,333.0,35.0,,13836.0,-1313.0,101277.0,249.0,5601087.0,https://kworb.net/spotify/country/kr_daily.html
150,-4,Jung Kook - Standing Next to You,998.0,3.0,(x2),13762.0,-231.0,97035.0,562.0,27105029.0,https://kworb.net/spotify/country/kr_daily.html
151,+16,San E - Story of someone I know,12.0,151.0,,13754.0,602.0,91011.0,13754.0,153891.0,https://kworb.net/spotify/country/kr_daily.html
152,-21,Lim Young Woong - Wonderful Life,333.0,35.0,,13645.0,-911.0,96559.0,548.0,5538193.0,https://kworb.net/spotify/country/kr_daily.html
153,RE,OVAN - Flower,116.0,73.0,,13640.0,,79985.0,992.0,1220021.0,https://kworb.net/spotify/country/kr_daily.html
154,-12,Lim Hyun Jung - ì¬ëì ë´ë¹ì²ë¼...ì´ë³ì ê²¨ì¸ë¹ì²ë¼,194.0,18.0,,13504.0,-586.0,99283.0,792.0,3310407.0,https://kworb.net/spotify/country/kr_daily.html
155,-3,wave to earth - love.,270.0,107.0,,13439.0,-203.0,93865.0,-303.0,2528511.0,https://kworb.net/spotify/country/kr_daily.html
156,-12,NewJeans - Bubble Gum,516.0,3.0,(x1),13325.0,-731.0,96437.0,1118.0,7559932.0,https://kworb.net/spotify/country/kr_daily.html
157,+26,"Paul Kim - Every day, Every Moment",537.0,62.0,,13320.0,738.0,77100.0,803.0,4198986.0,https://kworb.net/spotify/country/kr_daily.html
158,-4,BIGBANG - Sunset Glow,261.0,50.0,,13311.0,-182.0,93914.0,1159.0,2632261.0,https://kworb.net/spotify/country/kr_daily.html
159,+41,BUMKEY - Attraction (w/ Dynamicduo),29.0,117.0,,13186.0,1162.0,50341.0,13186.0,362078.0,https://kworb.net/spotify/country/kr_daily.html
160,+8,ZICO - actually,22.0,119.0,,13076.0,-55.0,92083.0,19.0,290476.0,https://kworb.net/spotify/country/kr_daily.html
161,RE,AOA - Miniskirt,39.0,98.0,,13057.0,,13057.0,13057.0,414751.0,https://kworb.net/spotify/country/kr_daily.html
162,+26,DAVICHI - TIME CAPSULE,177.0,71.0,,13055.0,701.0,75305.0,1516.0,2073028.0,https://kworb.net/spotify/country/kr_daily.html
163,-5,d4vd - Here With Me,1272.0,23.0,,13049.0,-275.0,92662.0,-205.0,12472101.0,https://kworb.net/spotify/country/kr_daily.html
164,-8,D-Hack - OHAYO MY NIGHT (w/ PATEKO),637.0,14.0,,13017.0,-389.0,89716.0,13017.0,3542735.0,https://kworb.net/spotify/country/kr_daily.html
165,-33,Izi - ìê¸ì¤,500.0,51.0,,12975.0,-1471.0,105992.0,-2737.0,5679421.0,https://kworb.net/spotify/country/kr_daily.html
166,RE,Standing Egg - old song,63.0,112.0,,12950.0,,50665.0,12950.0,486231.0,https://kworb.net/spotify/country/kr_daily.html
167,-32,BTS - 2.0,131.0,8.0,,12950.0,-1408.0,98594.0,-923.0,3949913.0,https://kworb.net/spotify/country/kr_daily.html
168,-11,The Weeknd - Die For You,1257.0,34.0,,12947.0,-450.0,91344.0,372.0,8229704.0,https://kworb.net/spotify/country/kr_daily.html
169,+17,imase - NIGHT DANCER,539.0,5.0,,12919.0,479.0,86973.0,719.0,4950312.0,https://kworb.net/spotify/country/kr_daily.html
170,+12,Justin Bieber - DAISIES,253.0,16.0,,12912.0,319.0,87436.0,338.0,4427124.0,https://kworb.net/spotify/country/kr_daily.html
171,-8,The Weeknd - Blinding Lights,1075.0,6.0,,12909.0,-355.0,89393.0,144.0,4422236.0,https://kworb.net/spotify/country/kr_daily.html
172,-6,HAON - Skrr (w/ GISELLE),493.0,23.0,,12900.0,-297.0,91502.0,-501.0,6020069.0,https://kworb.net/spotify/country/kr_daily.html
173,+12,"Sik-K - LOV3 (Feat. Bryan Chase, Okasian) (w/ Lil Moshpit, Bryan Chase, Okasian)",390.0,25.0,,12808.0,355.0,36953.0,12808.0,5143906.0,https://kworb.net/spotify/country/kr_daily.html
174,RE,AKMU - Last Goodbye,77.0,64.0,,12799.0,,53009.0,12799.0,1115247.0,https://kworb.net/spotify/country/kr_daily.html
175,RE,ë°ëªì - Prince of the sea,5.0,161.0,,12741.0,,37389.0,12741.0,61611.0,https://kworb.net/spotify/country/kr_daily.html
176,+8,Hearts2Hearts - The Chase,500.0,6.0,,12720.0,190.0,61904.0,-765.0,8860511.0,https://kworb.net/spotify/country/kr_daily.html
177,RE,Baek A - Amor,1156.0,16.0,,12715.0,,77532.0,12715.0,8597065.0,https://kworb.net/spotify/country/kr_daily.html
178,-4,DEAN - instagram,1258.0,60.0,,12698.0,-188.0,89890.0,-34.0,6598282.0,https://kworb.net/spotify/country/kr_daily.html
179,-14,BTS - Dynamite,1243.0,1.0,(x33),12695.0,-518.0,94259.0,785.0,7393358.0,https://kworb.net/spotify/country/kr_daily.html
180,RE,Supreme Team - Then Then Then (w/ Youngjun),5.0,157.0,,12672.0,,25534.0,12672.0,62508.0,https://kworb.net/spotify/country/kr_daily.html
181,-3,DAY6 - You Were Beautiful,1079.0,24.0,,12650.0,-187.0,63651.0,969.0,11507731.0,https://kworb.net/spotify/country/kr_daily.html
182,RE,LEE MU JIN - Episode,740.0,69.0,,12579.0,,25234.0,12579.0,6486246.0,https://kworb.net/spotify/country/kr_daily.html
183,+9,SPYAIR - ãµã ã©ã¤ãã¼ã(Some Like It Hot!!),523.0,92.0,,12574.0,327.0,73953.0,462.0,4441827.0,https://kworb.net/spotify/country/kr_daily.html
184,RE,freestyle - Y (Please Tell Me Why),76.0,123.0,,12554.0,,61787.0,12554.0,971131.0,https://kworb.net/spotify/country/kr_daily.html
185,-35,"Lim Young Woong - Iâm sorry, Butâ¦",331.0,38.0,,12525.0,-1179.0,91387.0,252.0,5297000.0,https://kworb.net/spotify/country/kr_daily.html
186,-24,BTS - Come Over,47.0,13.0,,12513.0,-772.0,92495.0,-1585.0,1051718.0,https://kworb.net/spotify/country/kr_daily.html
187,-11,BTS - Hooligan,131.0,3.0,(x1),12495.0,-350.0,90286.0,-569.0,3729874.0,https://kworb.net/spotify/country/kr_daily.html
188,-27,BOYNEXTDOOR - VIRAL,51.0,14.0,,12476.0,-814.0,90767.0,-450.0,1231843.0,https://kworb.net/spotify/country/kr_daily.html
189,-2,Michael Jackson - Billie Jean,77.0,39.0,,12401.0,34.0,88474.0,318.0,1302577.0,https://kworb.net/spotify/country/kr_daily.html
190,RE,PSY - Passionate Goodbye (Feat. Sung Si Kyung) (w/ Sung Si Kyung),13.0,110.0,,12401.0,,48951.0,663.0,160414.0,https://kworb.net/spotify/country/kr_daily.html
191,+6,"BOYNEXTDOOR - IF I SAY, I LOVE YOU",455.0,5.0,,12333.0,253.0,24413.0,12333.0,8169778.0,https://kworb.net/spotify/country/kr_daily.html
192,-32,BOOHWAL - Never Ending Story,323.0,58.0,,12332.0,-964.0,76834.0,12332.0,3647181.0,https://kworb.net/spotify/country/kr_daily.html
193,=,Kenshi Yonezu - JANE DOE (w/ Hikaru Utada),309.0,3.0,(x33),12289.0,50.0,73914.0,-212.0,9325852.0,https://kworb.net/spotify/country/kr_daily.html
194,-3,Sung Si Kyung - HeeJae,5.0,171.0,,12230.0,-77.0,50093.0,12230.0,61632.0,https://kworb.net/spotify/country/kr_daily.html
195,=,BLACKPINK - As If It's Your Last,278.0,101.0,,12228.0,87.0,48557.0,12228.0,1068103.0,https://kworb.net/spotify/country/kr_daily.html
196,-16,The Black Skirts - Till The End of Time,259.0,67.0,,12213.0,-422.0,49208.0,-950.0,2957889.0,https://kworb.net/spotify/country/kr_daily.html
197,RE,RESCENE - Glow Up,11.0,147.0,,12205.0,,51226.0,12205.0,136814.0,https://kworb.net/spotify/country/kr_daily.html
198,-25,M.Sasuke - GG EZ,33.0,56.0,,12197.0,-697.0,91471.0,-1223.0,508192.0,https://kworb.net/spotify/country/kr_daily.html
199,RE,"Leessang - í¤ì´ì§ì§ ëª»íë ì¬ì, ë ëê°ì§ ëª»íë ë¨ì Can't Breakup Girl, Can't Breakaway Boy (w/ Jung In)",7.0,169.0,,12187.0,,23779.0,12187.0,79533.0,https://kworb.net/spotify/country/kr_daily.html
200,-29,CORTIS - TNT,85.0,25.0,,12186.0,-826.0,77913.0,-1277.0,1662000.0,https://kworb.net/spotify/country/kr_daily.html
1,=,Quevedo - LA GRACIOSA (w/ Elvis Crespo),96.0,1.0,(x73),643028.0,1807.0,4623608.0,-87436.0,60519008.0,https://kworb.net/spotify/country/es_daily.html
2,=,Quevedo - AL GOLPITO (w/ Nueva LÃ­nea),97.0,1.0,(x23),473166.0,-17145.0,3473911.0,-61883.0,53723562.0,https://kworb.net/spotify/country/es_daily.html
3,=,Jay Wheeler - De Lejitos - Remix (w/ Omar Courtz),60.0,3.0,(x48),401943.0,3229.0,2754163.0,-7855.0,22961490.0,https://kworb.net/spotify/country/es_daily.html
4,=,Ãengo Flow - Baby Lover,8.0,4.0,,361651.0,-307.0,2251752.0,122266.0,2491137.0,https://kworb.net/spotify/country/es_daily.html
5,=,"Ya Ice Dilan - Dichavate (w/ Rey Tony, Helabusador, JipMusic Global, Dj Honda)",150.0,3.0,(x5),357763.0,-1506.0,2509386.0,-12785.0,40465885.0,https://kworb.net/spotify/country/es_daily.html
6,=,Aitana - SUPERESTRELLA,425.0,1.0,(x8),351683.0,-2895.0,2714340.0,-146034.0,101487766.0,https://kworb.net/spotify/country/es_daily.html
7,=,Ana Mena - pa ti toa <3 (w/ Lola Indigo),47.0,5.0,,341539.0,2191.0,2450260.0,-24872.0,13172489.0,https://kworb.net/spotify/country/es_daily.html
8,=,Shakira - Dai Dai (w/ Burna Boy),71.0,2.0,(x1),323073.0,-138.0,2501235.0,-115254.0,16992086.0,https://kworb.net/spotify/country/es_daily.html
9,=,Quevedo - NI BORRACHO,166.0,1.0,(x35),279869.0,-3713.0,2000458.0,-17708.0,57503825.0,https://kworb.net/spotify/country/es_daily.html
10,=,Conep - After,29.0,5.0,,270973.0,-138.0,1841242.0,3648.0,7144175.0,https://kworb.net/spotify/country/es_daily.html
11,+1,Anuel AA - Las mas bonitas son p#tas,32.0,8.0,,256905.0,7061.0,1509970.0,50457.0,7087278.0,https://kworb.net/spotify/country/es_daily.html
12,-1,mvrk - DAALE,12.0,6.0,,252274.0,-3001.0,1654246.0,13718.0,2790956.0,https://kworb.net/spotify/country/es_daily.html
13,+1,Young Miko - BnB (w/ Clarent),51.0,4.0,,221243.0,-3669.0,1532674.0,-7836.0,11611080.0,https://kworb.net/spotify/country/es_daily.html
14,+1,Omar Courtz - KOKO,159.0,1.0,(x16),214668.0,-1585.0,1490008.0,-12526.0,42739374.0,https://kworb.net/spotify/country/es_daily.html
15,+1,Quevedo - EL BAIFO,97.0,3.0,(x3),213548.0,-2015.0,1519914.0,-14837.0,26034808.0,https://kworb.net/spotify/country/es_daily.html
16,+1,Romeo Santos - Dardos (w/ Prince Royce),243.0,1.0,(x46),205962.0,3925.0,1496590.0,207.0,61863696.0,https://kworb.net/spotify/country/es_daily.html
17,+1,"W Sound - La Plena - W Sound 05 (w/ BeÃ©le, Ovy On The Drums)",523.0,1.0,(x90),197604.0,1108.0,1387607.0,-23799.0,184636893.0,https://kworb.net/spotify/country/es_daily.html
18,+1,"Aissa - MUCHACHA (w/ Rvfv, Kreamly)",173.0,7.0,,195641.0,368.0,1366912.0,-6775.0,33170886.0,https://kworb.net/spotify/country/es_daily.html
19,+1,Rels B - TU VAS SIN (fav),404.0,1.0,(x25),185983.0,-560.0,1319538.0,-7763.0,111846519.0,https://kworb.net/spotify/country/es_daily.html
20,+3,"ANMI - NO ME GUILLO v2 (w/ La Pantera, Kabasaki)",19.0,20.0,,183543.0,6021.0,1118978.0,28655.0,2317630.0,https://kworb.net/spotify/country/es_daily.html
21,+3,Alleh - capaz (merengueton) (w/ Yorghaki),605.0,1.0,(x55),179478.0,2107.0,1266175.0,-10611.0,189499062.0,https://kworb.net/spotify/country/es_daily.html
22,+3,Quevedo - SCANDIC,131.0,1.0,(x9),178885.0,2262.0,1237162.0,-16221.0,35119720.0,https://kworb.net/spotify/country/es_daily.html
23,-2,Lola Indigo - EL BACHATÃN DE LA L (w/ Lucho RK),68.0,21.0,,177728.0,-639.0,1198941.0,13217.0,7604424.0,https://kworb.net/spotify/country/es_daily.html
24,+4,Lucho RK - AIRE,21.0,24.0,,177415.0,14489.0,957668.0,45068.0,2467671.0,https://kworb.net/spotify/country/es_daily.html
25,-3,Bad Bunny - NUEVAYoL,570.0,1.0,(x7),176616.0,-1233.0,1309667.0,-23160.0,128925379.0,https://kworb.net/spotify/country/es_daily.html
26,-13,La Pantera - Quiero mÃ¡s,2.0,13.0,,174452.0,-52717.0,401621.0,174452.0,401621.0,https://kworb.net/spotify/country/es_daily.html
27,-1,Yapi - POR TI (w/ SOUNDPLUG),134.0,12.0,,173944.0,-1797.0,1230622.0,-10477.0,22076198.0,https://kworb.net/spotify/country/es_daily.html
28,-1,Bad Bunny - BAILE INoLVIDABLE,570.0,1.0,(x4),166539.0,2265.0,1189100.0,-14469.0,140621577.0,https://kworb.net/spotify/country/es_daily.html
29,=,"Quevedo - ALGO VA A PASAR (w/ La Pantera, Lucho RK, Juseph)",97.0,2.0,(x1),161690.0,-1159.0,1064880.0,24039.0,17912071.0,https://kworb.net/spotify/country/es_daily.html
30,+1,Omar Courtz - FOREVER TU GANTEL (w/ Ãengo Flow),159.0,2.0,(x23),155589.0,2256.0,1067560.0,-4633.0,33447868.0,https://kworb.net/spotify/country/es_daily.html
31,+1,"Ryan Castro - LA VILLA (w/ Kapo, Gangsta)",217.0,4.0,,153308.0,2359.0,1069101.0,-9438.0,42070931.0,https://kworb.net/spotify/country/es_daily.html
32,+1,Quevedo - Columbia,1117.0,1.0,(x60),150118.0,540.0,1038578.0,-5382.0,241491064.0,https://kworb.net/spotify/country/es_daily.html
33,+1,La La Love You - El Fin del Mundo (w/ Axolotes Mexicanos),260.0,21.0,,148760.0,-62.0,1085911.0,-17590.0,33115221.0,https://kworb.net/spotify/country/es_daily.html
34,+3,"Ovy On The Drums - YO y TÃ (w/ Quevedo, BeÃ©le)",412.0,1.0,(x10),147370.0,6381.0,1035545.0,-15169.0,105945227.0,https://kworb.net/spotify/country/es_daily.html
35,-5,Quevedo - CAPRICHOSO,97.0,3.0,(x5),147337.0,-7305.0,1049836.0,-5230.0,21686105.0,https://kworb.net/spotify/country/es_daily.html
36,=,Justin Bieber - Beauty And A Beat (w/ Nicki Minaj),108.0,3.0,(x7),142179.0,-263.0,999451.0,-8777.0,19146845.0,https://kworb.net/spotify/country/es_daily.html
37,-2,Bad Bunny - DtMF,570.0,1.0,(x21),141035.0,-2324.0,1016630.0,-10393.0,114514790.0,https://kworb.net/spotify/country/es_daily.html
38,=,Jay Wheeler - Fuga,49.0,26.0,,139111.0,1380.0,935234.0,2165.0,5547645.0,https://kworb.net/spotify/country/es_daily.html
39,+1,Quevedo - HOOKAH Y CALOR,96.0,10.0,,133562.0,2381.0,919956.0,-20515.0,17037947.0,https://kworb.net/spotify/country/es_daily.html
40,+2,Mora - DROGA (w/ C. Tangana),436.0,1.0,(x15),133512.0,4752.0,903896.0,8433.0,96723859.0,https://kworb.net/spotify/country/es_daily.html
41,+9,Lucho RK - TOCATE SOLA (w/ La Pantera),148.0,16.0,,132701.0,12155.0,339521.0,132701.0,12327194.0,https://kworb.net/spotify/country/es_daily.html
42,-3,Danny Ocean - Me RehÃºso,2729.0,1.0,(x1),130723.0,-5286.0,932644.0,-1783.0,221920058.0,https://kworb.net/spotify/country/es_daily.html
43,=,Omar Courtz - WO OH OH (w/ ROA),159.0,3.0,(x4),129893.0,2938.0,887328.0,6444.0,28050754.0,https://kworb.net/spotify/country/es_daily.html
44,=,Young Cister - QLOO* (w/ Kreamly),432.0,3.0,(x21),129722.0,2925.0,884487.0,10209.0,102314853.0,https://kworb.net/spotify/country/es_daily.html
45,=,Rvfv - Corrupta,40.0,36.0,,128838.0,3346.0,880909.0,3044.0,4737861.0,https://kworb.net/spotify/country/es_daily.html
46,-5,Myke Towers - SOLEAO (w/ Quevedo),425.0,3.0,(x11),128540.0,-2023.0,905902.0,-4834.0,88977585.0,https://kworb.net/spotify/country/es_daily.html
47,=,KAROL G - Si Antes Te Hubiera Conocido,768.0,1.0,(x87),124855.0,45.0,911955.0,1321.0,214083654.0,https://kworb.net/spotify/country/es_daily.html
48,+1,Luck Ra - La Morocha (w/ BM),685.0,9.0,,123463.0,2144.0,909006.0,-3017.0,92333123.0,https://kworb.net/spotify/country/es_daily.html
49,-1,BeÃ©le - no tiene sentido,439.0,1.0,(x7),121473.0,-395.0,850085.0,3412.0,113344327.0,https://kworb.net/spotify/country/es_daily.html
50,+2,Los Buyer - NO LE DIGO QUE NO (w/ Pikeras),103.0,5.0,,120126.0,1083.0,863717.0,-15943.0,13553460.0,https://kworb.net/spotify/country/es_daily.html
51,+5,Quevedo - TUCHAT,388.0,1.0,(x11),117999.0,3421.0,792529.0,2403.0,75715933.0,https://kworb.net/spotify/country/es_daily.html
52,+2,"Blessd - YOGURCITO REMIX (w/ Anuel AA, Yan Block, Luar La L, Kris R., ROA)",337.0,4.0,,115106.0,-1341.0,781133.0,5564.0,61864170.0,https://kworb.net/spotify/country/es_daily.html
53,=,Manuel Turizo - La Bachata,1524.0,1.0,(x17),114675.0,-3146.0,849386.0,-13745.0,354420583.0,https://kworb.net/spotify/country/es_daily.html
54,-3,Quevedo - GÃLDAR (w/ Tonny Tun Tun),97.0,5.0,,111831.0,-8565.0,837777.0,-13667.0,17444884.0,https://kworb.net/spotify/country/es_daily.html
55,+2,Clarent - LOVE,285.0,2.0,(x6),108356.0,-1015.0,727907.0,-1995.0,53292248.0,https://kworb.net/spotify/country/es_daily.html
56,+2,Kidd Voodoo - Me Mareo (w/ JC Reyes),394.0,1.0,(x62),107996.0,6.0,738857.0,-671.0,88315493.0,https://kworb.net/spotify/country/es_daily.html
57,-2,BeÃ©le - mi refe (w/ Ovy On The Drums),596.0,3.0,(x2),107651.0,-8456.0,785069.0,-8497.0,119042360.0,https://kworb.net/spotify/country/es_daily.html
58,+1,"El Bogueto - Cuando No Era Cantante RMX - Remix (w/ Anuel AA, Fuerza Regida, Yung Beef)",37.0,24.0,,105011.0,1696.0,701140.0,3079.0,4104905.0,https://kworb.net/spotify/country/es_daily.html
59,+1,JC Reyes - LOQUITA (w/ Slayter),266.0,3.0,(x2),103801.0,577.0,720325.0,-4673.0,51591515.0,https://kworb.net/spotify/country/es_daily.html
60,+2,Yapi - GUANTÃNAMO,58.0,60.0,,101533.0,1034.0,667807.0,11662.0,5116247.0,https://kworb.net/spotify/country/es_daily.html
61,+2,"Delaossa - Still Luvin (w/ Quevedo, Bigla The Kid)",502.0,1.0,(x9),100152.0,2039.0,683421.0,-2245.0,106684945.0,https://kworb.net/spotify/country/es_daily.html
62,+3,ROSALÃA - La Perla (w/ Yahritza Y Su Esencia),265.0,1.0,(x40),99396.0,3102.0,722093.0,-5452.0,68941312.0,https://kworb.net/spotify/country/es_daily.html
63,-2,Oasis - Wonderwall - Remastered,43.0,19.0,,99147.0,-3081.0,751200.0,-29667.0,4242129.0,https://kworb.net/spotify/country/es_daily.html
64,=,Michael Jackson - Billie Jean,134.0,11.0,,98822.0,1007.0,682239.0,3053.0,15534424.0,https://kworb.net/spotify/country/es_daily.html
65,+1,"Bad Bunny - VeLDÃ (w/ Omar Courtz, Dei V)",570.0,2.0,(x2),97652.0,2274.0,667837.0,-5903.0,125501237.0,https://kworb.net/spotify/country/es_daily.html
66,+11,"Farruko - YAPAQUE (w/ Greeicy, Steve Aoki)",73.0,66.0,,93865.0,8112.0,552376.0,23621.0,5621333.0,https://kworb.net/spotify/country/es_daily.html
67,=,HUGEL - Jamaican (Bam Bam) (w/ SOLTO (FR)),37.0,54.0,,93768.0,901.0,668283.0,-5163.0,2575223.0,https://kworb.net/spotify/country/es_daily.html
68,+2,"Bizarrap - Daddy Yankee: Bzrp Music Sessions, Vol. 0/66 (w/ Daddy Yankee)",265.0,1.0,(x1),93679.0,3158.0,639596.0,-3302.0,47551409.0,https://kworb.net/spotify/country/es_daily.html
69,=,"HÃ©ctor ""El Father"" - El Telefono (w/ Wisin & Yandel)",299.0,16.0,,92890.0,1069.0,594155.0,16645.0,36914326.0,https://kworb.net/spotify/country/es_daily.html
70,-2,Omar Courtz - POR SI MAÃANA NO ESTOY,159.0,9.0,,92864.0,408.0,622546.0,-722.0,21922880.0,https://kworb.net/spotify/country/es_daily.html
71,+1,Anuel AA - Amanece (w/ Haze),1696.0,5.0,,91821.0,3012.0,572737.0,18133.0,170731947.0,https://kworb.net/spotify/country/es_daily.html
72,+3,Yandel - Encantadora,380.0,29.0,,91542.0,3746.0,568217.0,25235.0,15899834.0,https://kworb.net/spotify/country/es_daily.html
73,-2,Bad Gyal - Choque (w/ Chencho Corleone),166.0,4.0,,90798.0,1319.0,596199.0,6297.0,21985569.0,https://kworb.net/spotify/country/es_daily.html
74,-28,Beny Jr - Malandrin,3.0,46.0,,89991.0,-35162.0,264857.0,89991.0,264857.0,https://kworb.net/spotify/country/es_daily.html
75,-1,"La Pantera - PINKY PROMISE 2 (w/ Lucho RK, Pana YMB)",209.0,2.0,(x1),89727.0,1288.0,437993.0,32192.0,29809938.0,https://kworb.net/spotify/country/es_daily.html
76,+3,Dani FernÃ¡ndez - Me has invitado a bailar,704.0,13.0,,89138.0,4813.0,603424.0,-1142.0,79455526.0,https://kworb.net/spotify/country/es_daily.html
77,-4,SiloÃ© - Todos los Besos,392.0,64.0,,89091.0,458.0,595187.0,-6758.0,29914004.0,https://kworb.net/spotify/country/es_daily.html
