Pos,P+,Artist and Title,Days,Pk,(x?),Streams,Streams+,7Day,7Day+,Total,country_url
145,+5,Drake - Headlines,498.0,51.0,,50482.0,-29.0,362350.0,-913.0,29511895.0,https://kworb.net/spotify/country/ca_daily.html
146,+2,Fleetwood Mac - The Chain - 2001 Remaster,106.0,72.0,,50294.0,-829.0,376964.0,-1840.0,6118684.0,https://kworb.net/spotify/country/ca_daily.html
147,=,Tory Lanez - The Color Violet,1305.0,8.0,,50183.0,-998.0,310832.0,-989.0,83689302.0,https://kworb.net/spotify/country/ca_daily.html
148,+14,sombr - undressed,475.0,2.0,(x1),50127.0,1297.0,254713.0,1383.0,43648982.0,https://kworb.net/spotify/country/ca_daily.html
149,-26,Chris Stapleton - You Should Probably Leave,1166.0,50.0,,50073.0,-3821.0,406686.0,-8879.0,69294837.0,https://kworb.net/spotify/country/ca_daily.html
150,+4,Guns N' Roses - Sweet Child O' Mine,344.0,80.0,,50072.0,338.0,373499.0,-679.0,14981672.0,https://kworb.net/spotify/country/ca_daily.html
151,+37,J. Cole - No Role Modelz,2975.0,20.0,,50038.0,3474.0,96602.0,50038.0,126078378.0,https://kworb.net/spotify/country/ca_daily.html
152,+5,Riley Green - Worst Way,574.0,30.0,,50016.0,706.0,373528.0,-3833.0,39479440.0,https://kworb.net/spotify/country/ca_daily.html
153,+7,Bruno Mars - That's What I Like,818.0,7.0,,50004.0,919.0,354788.0,2564.0,45048104.0,https://kworb.net/spotify/country/ca_daily.html
154,+7,Gorillaz - Feel Good Inc,487.0,53.0,,49842.0,860.0,353079.0,940.0,26723960.0,https://kworb.net/spotify/country/ca_daily.html
155,-13,Tame Impala - The Less I Know The Better,167.0,70.0,,49796.0,-1919.0,367316.0,474.0,8786778.0,https://kworb.net/spotify/country/ca_daily.html
156,-7,Billy Joel - Piano Man,199.0,82.0,,49764.0,-881.0,363075.0,2260.0,10185676.0,https://kworb.net/spotify/country/ca_daily.html
157,-14,Capital Cities - Safe And Sound,241.0,44.0,,49749.0,-1835.0,370726.0,-8.0,1932908.0,https://kworb.net/spotify/country/ca_daily.html
158,-22,Bad Bunny - NUEVAYoL,266.0,2.0,(x3),49523.0,-2615.0,400370.0,-4466.0,22023844.0,https://kworb.net/spotify/country/ca_daily.html
159,+19,Olivia Rodrigo - expectations,42.0,11.0,,48978.0,1617.0,195967.0,-105.0,3562144.0,https://kworb.net/spotify/country/ca_daily.html
160,+10,3 Doors Down - Kryptonite,133.0,40.0,,48893.0,838.0,310138.0,-443.0,6548852.0,https://kworb.net/spotify/country/ca_daily.html
161,-6,Pitbull - Time of Our Lives (w/ Ne-Yo),820.0,6.0,,48813.0,-778.0,374091.0,1531.0,28978710.0,https://kworb.net/spotify/country/ca_daily.html
162,+5,Jennifer Lopez - On The Floor (w/ Pitbull),69.0,61.0,,48807.0,382.0,363074.0,-1552.0,4295542.0,https://kworb.net/spotify/country/ca_daily.html
163,-11,Pitbull - Timber (w/ Kesha),503.0,33.0,,48781.0,-1162.0,366212.0,48781.0,19824290.0,https://kworb.net/spotify/country/ca_daily.html
164,+5,Plain White T's - Hey There Delilah,56.0,116.0,,48772.0,529.0,196859.0,439.0,2836278.0,https://kworb.net/spotify/country/ca_daily.html
165,+1,Olivia Rodrigo - maggots for brains,44.0,5.0,,48762.0,215.0,201574.0,-3458.0,3932277.0,https://kworb.net/spotify/country/ca_daily.html
166,+18,Morgan Wallen - Cowgirls (w/ ERNEST),1000.0,22.0,,48574.0,1603.0,360451.0,2022.0,71910026.0,https://kworb.net/spotify/country/ca_daily.html
167,-16,Men At Work - Down Under,68.0,117.0,,48532.0,-1678.0,371364.0,-1269.0,3591523.0,https://kworb.net/spotify/country/ca_daily.html
168,-3,Sabrina Carpenter - Espresso,836.0,2.0,(x6),48179.0,-376.0,361046.0,-848.0,113158462.0,https://kworb.net/spotify/country/ca_daily.html
169,+7,Three Days Grace - Animal I Have Become,229.0,116.0,,48170.0,599.0,254723.0,-3078.0,11461365.0,https://kworb.net/spotify/country/ca_daily.html
170,+5,Three Days Grace - I Hate Everything About You,236.0,115.0,,48095.0,472.0,256138.0,-1818.0,11805615.0,https://kworb.net/spotify/country/ca_daily.html
171,=,Rihanna - We Found Love (w/ Calvin Harris),580.0,7.0,,48014.0,46.0,359486.0,-482.0,26001696.0,https://kworb.net/spotify/country/ca_daily.html
172,-8,"USHER - Yeah! (w/ Lil Jon, Ludacris)",603.0,16.0,,47959.0,-614.0,365873.0,567.0,31592359.0,https://kworb.net/spotify/country/ca_daily.html
173,=,OneRepublic - Counting Stars,1573.0,28.0,,47947.0,198.0,353607.0,-3696.0,59272859.0,https://kworb.net/spotify/country/ca_daily.html
174,-15,Sean Paul - Temperature,335.0,49.0,,47928.0,-1210.0,366576.0,1046.0,17903666.0,https://kworb.net/spotify/country/ca_daily.html
175,+2,"LE SSERAFIM - ICONIC BY MISTAKE (w/ ILLIT, KATSEYE)",47.0,27.0,,47916.0,505.0,348685.0,-3048.0,3300058.0,https://kworb.net/spotify/country/ca_daily.html
176,+5,Rihanna - S&M,168.0,41.0,,47729.0,511.0,355051.0,47729.0,8324795.0,https://kworb.net/spotify/country/ca_daily.html
177,-5,Train - Drops of Jupiter,52.0,151.0,,47588.0,-162.0,190827.0,47588.0,2352184.0,https://kworb.net/spotify/country/ca_daily.html
178,-10,Katy Perry - Last Friday Night (T.G.I.F.),320.0,73.0,,47428.0,-911.0,357656.0,694.0,17220161.0,https://kworb.net/spotify/country/ca_daily.html
179,+3,Rihanna - Only Girl (In The World),72.0,27.0,,47311.0,125.0,348498.0,47311.0,3536863.0,https://kworb.net/spotify/country/ca_daily.html
180,-17,HUGEL - Jamaican (Bam Bam) (w/ SOLTO (FR)),6.0,114.0,,47266.0,-1488.0,262349.0,47266.0,313130.0,https://kworb.net/spotify/country/ca_daily.html
181,-7,Third Eye Blind - Semi-Charmed Life,133.0,98.0,,47146.0,-570.0,350108.0,561.0,6515632.0,https://kworb.net/spotify/country/ca_daily.html
182,+5,"HUGEL - Movin' To The Sun (w/ Imael Angel, Ultra NatÃ©)",8.0,122.0,,47083.0,313.0,307468.0,47083.0,409655.0,https://kworb.net/spotify/country/ca_daily.html
183,-27,Nitty Gritty Dirt Band - Fishin' in the Dark,82.0,117.0,,46964.0,-2519.0,361990.0,46964.0,3575939.0,https://kworb.net/spotify/country/ca_daily.html
184,+1,Hozier - Take Me To Church,2038.0,1.0,(x61),46895.0,17.0,192656.0,-2675.0,87284669.0,https://kworb.net/spotify/country/ca_daily.html
185,RE,Taylor Swift - Opalite,291.0,2.0,(x22),46893.0,,144892.0,191.0,36122882.0,https://kworb.net/spotify/country/ca_daily.html
186,-7,WALK THE MOON - Shut Up and Dance,747.0,8.0,,46765.0,-526.0,291106.0,-3372.0,20617456.0,https://kworb.net/spotify/country/ca_daily.html
187,-4,Sabrina Carpenter - Manchild,417.0,1.0,(x6),46543.0,-559.0,357017.0,-4834.0,39219209.0,https://kworb.net/spotify/country/ca_daily.html
188,+2,"Timbaland - The Way I Are (w/ Keri Hilson, D.O.E.)",309.0,89.0,,46336.0,56.0,338342.0,-759.0,15748869.0,https://kworb.net/spotify/country/ca_daily.html
189,RE,Alex Warren - Carry You Home,604.0,44.0,,46272.0,,46272.0,-1115.0,36557543.0,https://kworb.net/spotify/country/ca_daily.html
190,RE,Evanescence - Bring Me To Life,136.0,89.0,,46266.0,,144815.0,-176.0,6623421.0,https://kworb.net/spotify/country/ca_daily.html
191,RE,Linkin Park - Somewhere I Belong,179.0,68.0,,46049.0,,94938.0,-1212.0,9093571.0,https://kworb.net/spotify/country/ca_daily.html
192,RE,The Chainsmokers - Closer (w/ Halsey),1076.0,1.0,(x35),45912.0,,45912.0,45912.0,61832755.0,https://kworb.net/spotify/country/ca_daily.html
193,RE,Ariana Grande - we can't be friends (wait for your love),541.0,1.0,(x2),45850.0,,45850.0,45850.0,49234273.0,https://kworb.net/spotify/country/ca_daily.html
194,-8,Eagles - Hotel California - 2013 Remaster,837.0,61.0,,45827.0,-1017.0,252430.0,-2822.0,31670220.0,https://kworb.net/spotify/country/ca_daily.html
195,-6,Morgan Wallen - Whiskey Glasses,1836.0,32.0,,45641.0,-720.0,351093.0,45641.0,85642044.0,https://kworb.net/spotify/country/ca_daily.html
196,-3,Morgan Wallen - Love Somebody,436.0,1.0,(x1),45583.0,-237.0,292790.0,45583.0,41109022.0,https://kworb.net/spotify/country/ca_daily.html
197,NEW,ADÃLA - Ain't In LA,1.0,197.0,,45558.0,,45558.0,45558.0,45558.0,https://kworb.net/spotify/country/ca_daily.html
198,RE,Don Toliver - No Pole,566.0,22.0,,45410.0,,45410.0,45410.0,38406642.0,https://kworb.net/spotify/country/ca_daily.html
199,RE,Fetty Wap - Trap Queen,853.0,3.0,(x10),45283.0,,45283.0,-1660.0,28760378.0,https://kworb.net/spotify/country/ca_daily.html
200,RE,Boston - More Than a Feeling,22.0,141.0,,45133.0,,253801.0,45133.0,1133383.0,https://kworb.net/spotify/country/ca_daily.html
1,=,"Ya Ice Dilan - Dichavate (w/ Rey Tony, Helabusador, JipMusic Global, Dj Honda)",100.0,1.0,(x10),188021.0,12407.0,1262268.0,18552.0,11028462.0,https://kworb.net/spotify/country/co_daily.html
2,=,Kris R. - GAMINA,87.0,1.0,(x1),182691.0,12443.0,1230860.0,17876.0,9238890.0,https://kworb.net/spotify/country/co_daily.html
3,=,Kris R. - TUKI TUKI (w/ GeezyDee),138.0,1.0,(x38),163545.0,9206.0,1132547.0,2567.0,27451438.0,https://kworb.net/spotify/country/co_daily.html
4,=,Lenin RamÃ­rez - Todo Lo Fue,173.0,1.0,(x3),155071.0,1720.0,1143841.0,1475.0,25312386.0,https://kworb.net/spotify/country/co_daily.html
5,+1,Blessd - SUPERSTAR (w/ Los Money Makers),103.0,1.0,(x1),147075.0,8288.0,1000627.0,-3518.0,17013217.0,https://kworb.net/spotify/country/co_daily.html
6,-1,"W Sound - Pico Y Chao (W Sound 08) (w/ Kris R., Ovy On The Drums)",145.0,1.0,(x55),146650.0,5267.0,1035143.0,-15116.0,30886855.0,https://kworb.net/spotify/country/co_daily.html
7,=,"Blessd - MERO TOTE (w/ De La Rose, Los Money Makers)",40.0,4.0,,139554.0,7095.0,939388.0,3787.0,5574451.0,https://kworb.net/spotify/country/co_daily.html
8,=,Kris R. - 4 Life,23.0,1.0,(x3),136735.0,7176.0,965063.0,-15687.0,3238795.0,https://kworb.net/spotify/country/co_daily.html
9,+1,Feid - 50 MIL PIEX (w/ Granuja),46.0,9.0,,136649.0,10592.0,843924.0,27499.0,3855001.0,https://kworb.net/spotify/country/co_daily.html
10,-1,BTS - SWIM,131.0,1.0,(x11),129851.0,3565.0,931317.0,-12360.0,25005691.0,https://kworb.net/spotify/country/co_daily.html
11,+1,Luister La Voz - La MarÃ­a,131.0,8.0,,123114.0,6008.0,862347.0,11552.0,15463185.0,https://kworb.net/spotify/country/co_daily.html
12,-1,Grupo Firme - El Beneficio De La Duda,508.0,3.0,(x4),122874.0,3824.0,907926.0,-1495.0,52994718.0,https://kworb.net/spotify/country/co_daily.html
13,+3,"Ryan Castro - LA VILLA (w/ Kapo, Gangsta)",273.0,1.0,(x26),118742.0,9717.0,802940.0,8544.0,45625005.0,https://kworb.net/spotify/country/co_daily.html
14,-1,"Blessd - NUEVA YORK (w/ Los Money Makers, Prodmonja)",427.0,5.0,,117812.0,7277.0,819658.0,-7668.0,47799323.0,https://kworb.net/spotify/country/co_daily.html
15,=,Blessd - QUÃ LÃO,89.0,2.0,(x1),117501.0,7916.0,774042.0,6665.0,10653159.0,https://kworb.net/spotify/country/co_daily.html
16,+1,Mr Plata - Las MuÃ±equitas (w/ El Americano 4KT),208.0,1.0,(x41),114497.0,7982.0,801696.0,-2613.0,36915055.0,https://kworb.net/spotify/country/co_daily.html
17,+1,ARIA VEGA - CHÃVERE (premium_remix) (w/ Ryan Castro),166.0,2.0,(x18),114413.0,12549.0,793146.0,468.0,30002640.0,https://kworb.net/spotify/country/co_daily.html
18,-4,"W Sound - La Plena - W Sound 05 (w/ BeÃ©le, Ovy On The Drums)",524.0,1.0,(x215),113515.0,3701.0,792533.0,-7507.0,145303328.0,https://kworb.net/spotify/country/co_daily.html
19,=,Kris R. - GANAS,194.0,1.0,(x2),105444.0,4892.0,735032.0,-2845.0,35314307.0,https://kworb.net/spotify/country/co_daily.html
20,+5,Yandel - Encantadora,1166.0,9.0,,101281.0,10063.0,638182.0,24069.0,42721550.0,https://kworb.net/spotify/country/co_daily.html
21,-1,Fuerza Regida - COQUETA (w/ Grupo Frontera),447.0,12.0,,98631.0,1704.0,702926.0,-808.0,46934223.0,https://kworb.net/spotify/country/co_daily.html
22,=,Emmanuel Cortes - Amor,70.0,20.0,,98263.0,6000.0,662320.0,2968.0,4983672.0,https://kworb.net/spotify/country/co_daily.html
23,+3,Luister La Voz - Ozono (w/ maikol el insoportable),169.0,21.0,,97671.0,7833.0,620740.0,17059.0,15879438.0,https://kworb.net/spotify/country/co_daily.html
24,+3,"Maisak - Te Entiendo - Remix (w/ Feid, Maluma)",90.0,4.0,,95636.0,6252.0,643665.0,4652.0,10629324.0,https://kworb.net/spotify/country/co_daily.html
25,-1,Omar Courtz - KOKO,155.0,10.0,,94928.0,3385.0,644052.0,1411.0,16429964.0,https://kworb.net/spotify/country/co_daily.html
26,-5,JÃ³sean Log - Doma,122.0,19.0,,94771.0,2109.0,650845.0,967.0,9563022.0,https://kworb.net/spotify/country/co_daily.html
27,+3,"Blessd - YOGURCITO REMIX (w/ Anuel AA, Yan Block, Luar La L, Kris R., ROA)",337.0,1.0,(x14),93536.0,5916.0,632981.0,8358.0,53907654.0,https://kworb.net/spotify/country/co_daily.html
28,-5,Tony Dize - Solos (w/ Plan B),1383.0,21.0,,93347.0,1146.0,650892.0,-799.0,84346401.0,https://kworb.net/spotify/country/co_daily.html
29,-1,BeÃ©le - mi refe (w/ Ovy On The Drums),597.0,1.0,(x7),92035.0,2858.0,654589.0,305.0,105308897.0,https://kworb.net/spotify/country/co_daily.html
30,+1,Feid - LUNA (w/ ATL Jacob),971.0,1.0,(x181),92000.0,5204.0,620519.0,3266.0,182085138.0,https://kworb.net/spotify/country/co_daily.html
31,+4,"HÃ©ctor ""El Father"" - El Telefono (w/ Wisin & Yandel)",382.0,16.0,,90407.0,5720.0,593389.0,14126.0,31645957.0,https://kworb.net/spotify/country/co_daily.html
32,-3,Herencia De Grandes - Ya Borracho,203.0,19.0,,90331.0,1700.0,641682.0,-4204.0,18695841.0,https://kworb.net/spotify/country/co_daily.html
33,=,"El Bogueto - Cuando No Era Cantante RMX - Remix (w/ Anuel AA, Fuerza Regida, Yung Beef)",37.0,16.0,,89970.0,4406.0,595553.0,10731.0,3047082.0,https://kworb.net/spotify/country/co_daily.html
34,-2,Blessd - AMISTA (w/ Ovy On The Drums),460.0,1.0,(x2),89792.0,3127.0,623560.0,3463.0,76394655.0,https://kworb.net/spotify/country/co_daily.html
35,+1,Blessd - YOGURCITO,691.0,3.0,(x3),88912.0,5771.0,610726.0,-8117.0,92523695.0,https://kworb.net/spotify/country/co_daily.html
36,-2,BeÃ©le - no tiene sentido,439.0,2.0,(x22),87612.0,2375.0,597051.0,7077.0,79210001.0,https://kworb.net/spotify/country/co_daily.html
37,+2,Anuel AA - Las mas bonitas son p#tas,32.0,5.0,,87435.0,5574.0,550264.0,6837.0,2905756.0,https://kworb.net/spotify/country/co_daily.html
38,+6,Omar Courtz - POR SI MAÃANA NO ESTOY,159.0,21.0,,87272.0,9507.0,562138.0,4934.0,14561439.0,https://kworb.net/spotify/country/co_daily.html
39,-1,Ãengo Flow - En Las Noches Frias,417.0,29.0,,85078.0,2833.0,600190.0,13272.0,24841052.0,https://kworb.net/spotify/country/co_daily.html
40,+3,Kapo - UWAIE,712.0,1.0,(x14),84978.0,6822.0,587877.0,-4356.0,93063722.0,https://kworb.net/spotify/country/co_daily.html
41,-4,Plan B - Es un Secreto,2004.0,18.0,,84786.0,2149.0,588403.0,-3531.0,126157226.0,https://kworb.net/spotify/country/co_daily.html
42,+3,ARIA VEGA - CULE POCO (sirena_besarico_costeÃ±a),89.0,12.0,,84269.0,6822.0,571577.0,1322.0,8706663.0,https://kworb.net/spotify/country/co_daily.html
43,-3,Blessd - SORNERO,40.0,10.0,,84070.0,2409.0,567220.0,10456.0,3548792.0,https://kworb.net/spotify/country/co_daily.html
44,-2,Blessd - AGUA BENDITA (w/ GeezyDee),40.0,3.0,(x1),82906.0,3563.0,571456.0,27.0,4192897.0,https://kworb.net/spotify/country/co_daily.html
45,-4,Aitana - SUPERESTRELLA,9.0,39.0,,80833.0,645.0,556348.0,10354.0,672722.0,https://kworb.net/spotify/country/co_daily.html
46,+4,Fuerza Regida - EXCESOS,124.0,44.0,,77726.0,6395.0,521460.0,1265.0,8330575.0,https://kworb.net/spotify/country/co_daily.html
47,+1,J Balvin - LA CANCIÃN (w/ Bad Bunny),2586.0,2.0,(x10),77438.0,4643.0,518123.0,5227.0,148959107.0,https://kworb.net/spotify/country/co_daily.html
48,-1,BeÃ©le - quÃ©date,438.0,1.0,(x2),76884.0,3893.0,529446.0,-3120.0,79878905.0,https://kworb.net/spotify/country/co_daily.html
49,+7,Nanpa BÃ¡sico - Hasta AquÃ­ LleguÃ© (w/ BeÃ©le),740.0,3.0,(x10),75786.0,6406.0,498408.0,1634.0,115672922.0,https://kworb.net/spotify/country/co_daily.html
50,-4,Yeison Jimenez - Destino Final (w/ Luis Alfonso),225.0,1.0,(x10),75524.0,930.0,579713.0,-1280.0,29015952.0,https://kworb.net/spotify/country/co_daily.html
51,+12,Ryan Castro - OjalÃ¡,380.0,16.0,,74850.0,8435.0,496012.0,467.0,31268371.0,https://kworb.net/spotify/country/co_daily.html
52,-3,KAROL G - Coleccionando Heridas (w/ Marco Antonio SolÃ­s),403.0,9.0,,74224.0,2873.0,492576.0,13412.0,36456502.0,https://kworb.net/spotify/country/co_daily.html
53,+2,Jay Wheeler - De Lejitos - Remix (w/ Omar Courtz),56.0,27.0,,74087.0,4186.0,493406.0,2457.0,4053298.0,https://kworb.net/spotify/country/co_daily.html
54,-2,Bad Bunny - BAILE INoLVIDABLE,570.0,1.0,(x12),74026.0,3497.0,516764.0,-1764.0,79464882.0,https://kworb.net/spotify/country/co_daily.html
55,+2,Fuerza Regida - TU SANCHO,367.0,17.0,,73582.0,4321.0,498217.0,3113.0,25353827.0,https://kworb.net/spotify/country/co_daily.html
56,-2,Rels B - TU VAS SIN (fav),392.0,11.0,,73441.0,3531.0,482508.0,6772.0,37593209.0,https://kworb.net/spotify/country/co_daily.html
57,-6,KAROL G - Si Antes Te Hubiera Conocido,768.0,1.0,(x10),73294.0,2079.0,511444.0,12050.0,103590942.0,https://kworb.net/spotify/country/co_daily.html
58,+1,"Kenny Die - Ultra Complicado (w/ Blessd, Kris R., Sebas)",530.0,3.0,(x9),72933.0,4928.0,487479.0,400.0,67342481.0,https://kworb.net/spotify/country/co_daily.html
59,-6,Fuerza Regida - Marlboro Rojo,375.0,30.0,,72401.0,1951.0,502447.0,4912.0,26655618.0,https://kworb.net/spotify/country/co_daily.html
60,=,Boza - oriÃ³N (w/ ELENA ROSE),459.0,34.0,,71314.0,3416.0,508872.0,-2713.0,31881397.0,https://kworb.net/spotify/country/co_daily.html
61,+9,"Maluma - Cuatro Babys (w/ Trap Capos, Noriel, Bryant Myers, Juhn)",1149.0,7.0,,71252.0,7065.0,465274.0,2033.0,58738891.0,https://kworb.net/spotify/country/co_daily.html
62,+10,Alleh - capaz (merengueton) (w/ Yorghaki),537.0,14.0,,70499.0,6398.0,473656.0,2761.0,46898819.0,https://kworb.net/spotify/country/co_daily.html
63,-1,Maluma - Borro Cassette,1834.0,1.0,(x1),70065.0,3472.0,474058.0,2398.0,73995132.0,https://kworb.net/spotify/country/co_daily.html
64,=,Danny Ocean - Me RehÃºso,3480.0,1.0,(x27),69954.0,3584.0,479914.0,217.0,116086547.0,https://kworb.net/spotify/country/co_daily.html
65,+1,Conep - After,28.0,20.0,,69696.0,3376.0,523979.0,-11249.0,2242079.0,https://kworb.net/spotify/country/co_daily.html
66,+13,Kapo - DÃNDE (w/ Ryan Castro),387.0,11.0,,69181.0,7165.0,465412.0,6839.0,42727204.0,https://kworb.net/spotify/country/co_daily.html
67,+7,Ryan Castro - SANKA (w/ Dongo),418.0,6.0,,68750.0,4991.0,471739.0,4749.0,54425348.0,https://kworb.net/spotify/country/co_daily.html
68,-7,Lil Naay - UNA BABY EN SANTIAGO,139.0,11.0,,68716.0,1098.0,478136.0,-1522.0,13921182.0,https://kworb.net/spotify/country/co_daily.html
69,-4,Skinny TLW - Ware (w/ Mr Jastin),79.0,24.0,,68510.0,2154.0,475901.0,1052.0,6180507.0,https://kworb.net/spotify/country/co_daily.html
70,+8,"Blessd - URUS BLUE (w/ Los Money Makers, Prodmonja)",425.0,20.0,,68495.0,6329.0,461664.0,7339.0,37408058.0,https://kworb.net/spotify/country/co_daily.html
71,-2,BeÃ©le - top diesel,436.0,2.0,(x1),68494.0,4295.0,458934.0,4121.0,65255956.0,https://kworb.net/spotify/country/co_daily.html
72,NEW,Pirlo - Gorilla Glue,1.0,72.0,,66730.0,,66730.0,66730.0,66730.0,https://kworb.net/spotify/country/co_daily.html
73,+4,Michael Jackson - Billie Jean,102.0,13.0,,65578.0,2784.0,454852.0,3980.0,9043096.0,https://kworb.net/spotify/country/co_daily.html
74,+9,Peso Pluma - HOLLYWOOD (w/ Estevan Plazola),513.0,60.0,,65405.0,4194.0,450254.0,10661.0,27781858.0,https://kworb.net/spotify/country/co_daily.html
75,=,Blessd - Mirame (w/ Ovy On The Drums),832.0,1.0,(x90),65065.0,1719.0,475225.0,-2668.0,138884259.0,https://kworb.net/spotify/country/co_daily.html
76,=,Yan Block - 444 (w/ Panda Black),732.0,18.0,,64879.0,1957.0,442041.0,986.0,52498548.0,https://kworb.net/spotify/country/co_daily.html
77,+11,"J Alvarez - Sexo, Sudor y Calor (w/ Ãejo & Dalmata)",1682.0,34.0,,64610.0,4642.0,418580.0,5512.0,60398853.0,https://kworb.net/spotify/country/co_daily.html
78,+3,Blessd - MACDONALDS (w/ Kybba),40.0,8.0,,64513.0,2938.0,447426.0,-4531.0,3709520.0,https://kworb.net/spotify/country/co_daily.html
79,+3,"Yan Block - 666 (w/ Cris MJ, Panda Black)",54.0,49.0,,64488.0,2918.0,429084.0,3913.0,3039073.0,https://kworb.net/spotify/country/co_daily.html
80,+18,"Bad Bunny - Diles (w/ Ozuna, Farruko, ArcÃ¡ngel, Ãengo Flow, DJ Luian, Mambo Kingz)",1623.0,17.0,,64447.0,6626.0,425684.0,-310.0,73898603.0,https://kworb.net/spotify/country/co_daily.html
81,-1,Feid - Que vuelta vox,131.0,9.0,,64120.0,2185.0,445264.0,-2977.0,12324859.0,https://kworb.net/spotify/country/co_daily.html
82,-9,Shakira - Dai Dai (w/ Burna Boy),73.0,12.0,,63405.0,-437.0,488131.0,-10868.0,5975941.0,https://kworb.net/spotify/country/co_daily.html
83,-16,Yeison Jimenez - Mala de ProfesiÃ³n,5.0,31.0,,63193.0,-2525.0,384352.0,63193.0,384352.0,https://kworb.net/spotify/country/co_daily.html
84,+7,Danny Ocean - ImagÃ­nate (w/ Kapo),627.0,2.0,(x11),63137.0,3739.0,444357.0,-3024.0,77891378.0,https://kworb.net/spotify/country/co_daily.html
85,+2,Fuerza Regida - ANSIEDAD,323.0,51.0,,63107.0,2742.0,425481.0,4658.0,18480122.0,https://kworb.net/spotify/country/co_daily.html
86,-15,Yeison Jimenez - Vete,286.0,5.0,,62957.0,-1207.0,495919.0,1380.0,22889969.0,https://kworb.net/spotify/country/co_daily.html
87,-19,Luis Alberto Posada - Mal Amor,269.0,23.0,,62819.0,-1996.0,456063.0,10034.0,19711903.0,https://kworb.net/spotify/country/co_daily.html
88,-2,Grupo Frontera - EL AMOR DE SU VIDA (w/ Grupo Firme),789.0,17.0,,62756.0,2287.0,446631.0,-9619.0,43333829.0,https://kworb.net/spotify/country/co_daily.html
89,=,Lenin RamÃ­rez - Polvo Rosita,68.0,72.0,,62501.0,2535.0,439674.0,4280.0,3851864.0,https://kworb.net/spotify/country/co_daily.html
90,-6,Frankie Ruiz - Tu Con El,172.0,51.0,,62109.0,1003.0,454193.0,1013.0,11116844.0,https://kworb.net/spotify/country/co_daily.html
91,-6,Bad Bunny - DtMF,570.0,1.0,(x22),61513.0,1042.0,430745.0,1434.0,67576974.0,https://kworb.net/spotify/country/co_daily.html
92,+22,"Ovy On The Drums - YO y TÃ (w/ Quevedo, BeÃ©le)",412.0,2.0,(x3),61335.0,6883.0,417269.0,-5275.0,56336351.0,https://kworb.net/spotify/country/co_daily.html
93,-3,Feid - A Xon De Que,19.0,30.0,,61326.0,1923.0,451589.0,-9671.0,1219264.0,https://kworb.net/spotify/country/co_daily.html
94,-1,KAROL G - Verano Rosa (w/ Feid),404.0,4.0,,60958.0,2198.0,431303.0,-4312.0,47841077.0,https://kworb.net/spotify/country/co_daily.html
95,+10,Kapo - Ohnana,769.0,3.0,(x26),60824.0,4709.0,420001.0,-1783.0,82153363.0,https://kworb.net/spotify/country/co_daily.html
96,+1,Tony Dize - PermÃ­tame (w/ Yandel),360.0,51.0,,60681.0,2554.0,411052.0,7573.0,22429341.0,https://kworb.net/spotify/country/co_daily.html
97,-1,Oscar Maydon - Tu Boda (w/ Fuerza Regida),607.0,8.0,,60640.0,2441.0,419650.0,1972.0,40453563.0,https://kworb.net/spotify/country/co_daily.html
98,+2,Luister La Voz - Las Cartas,168.0,86.0,,60515.0,3541.0,413089.0,5126.0,9287899.0,https://kworb.net/spotify/country/co_daily.html
99,-4,Pirlo - THIS IS COLOMBIA (w/ El Americano 4KT),55.0,31.0,,60496.0,2210.0,427069.0,-334.0,3188720.0,https://kworb.net/spotify/country/co_daily.html
100,+26,Don Omar - Ojitos Chiquitos,1741.0,36.0,,60386.0,7575.0,388614.0,10216.0,73259377.0,https://kworb.net/spotify/country/co_daily.html
101,=,Maisak - SE ME OLVIDA (w/ Feid),676.0,2.0,(x3),60332.0,3392.0,412154.0,-2481.0,76641339.0,https://kworb.net/spotify/country/co_daily.html
102,=,"Yan Block - 444 - Remix (w/ De La Rose, Hades66, Ãengo Flow)",258.0,26.0,,60202.0,3331.0,399849.0,4990.0,16483346.0,https://kworb.net/spotify/country/co_daily.html
103,+10,"KAROL G - +57 (w/ Feid, DFZM, Ovy On The Drums, J Balvin, Maluma, Ryan Castro, Blessd)",628.0,1.0,(x40),59200.0,4634.0,410335.0,4594.0,81337742.0,https://kworb.net/spotify/country/co_daily.html
104,+11,Blessd - Palabras Sobran,940.0,16.0,,59026.0,4724.0,408038.0,-251.0,56510727.0,https://kworb.net/spotify/country/co_daily.html
105,+18,ArcÃ¡ngel - Hace Mucho Tiempo,975.0,31.0,,58907.0,5710.0,380280.0,-804.0,44326447.0,https://kworb.net/spotify/country/co_daily.html
106,-3,Kapo - NO CRY,247.0,41.0,,58737.0,2164.0,399885.0,-4549.0,17439231.0,https://kworb.net/spotify/country/co_daily.html
107,+21,De La Rose - La Monda (w/ Ryan Castro),12.0,107.0,,58503.0,6480.0,359571.0,6263.0,593814.0,https://kworb.net/spotify/country/co_daily.html
108,-14,Tito Rojas Y Su Orquesta - Siempre Sere,471.0,48.0,,58498.0,91.0,411432.0,127.0,24253473.0,https://kworb.net/spotify/country/co_daily.html
109,+52,El Bogueto - Cuando No Era Cantante (w/ Yung Beef),263.0,20.0,,58254.0,11109.0,204209.0,11974.0,20355930.0,https://kworb.net/spotify/country/co_daily.html
